titular,perfil_icp,n_concesiones,hectareas_totales,departamentos,provincias,sustancias,estados_concesion,servicio_potencial,REINFO,IGAFOM,DAC,ESTAMIN,revisar_manual,ruc,fuente_dato
EXPLORACIONES SAN CRISTOBAL S.A.C.,PERFIL_2_cumplimiento,2,300.0,ANCASH; PIURA,AYABACA; SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONDOR EXPLORATION PERU S.A.C.,PERFIL_2_cumplimiento,2,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL BOSQUE TRES,PERFIL_2_cumplimiento,2,400.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ALBA TRADE S.A.C.,PERFIL_2_cumplimiento,2,2000.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CANTERA B&S,PERFIL_2_cumplimiento,2,400.0,ANCASH,SANTA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. TELMO II,PERFIL_2_cumplimiento,2,300.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA APPLETON S.A.C.,PERFIL_2_cumplimiento,2,1500.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA TITAN DEL PERU S.R.L.,PERFIL_2_cumplimiento,2,500.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA OQUENDO S.R.L.,PERFIL_2_cumplimiento,2,900.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA SAMI S.A.C.,PERFIL_2_cumplimiento,2,200.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LOS GALACTICOS,PERFIL_2_cumplimiento,2,900.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA & MINERA NORTH PERU S.A.C.,PERFIL_2_cumplimiento,2,300.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. JPF 1111-NEPEÑA,PERFIL_2_cumplimiento,2,1000.0,ANCASH,SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERIA Y METALURGIA S.A.,PERFIL_2_cumplimiento,2,134.8,ANCASH /  LA LIBERTAD,PALLASCA /  SANTIAGO DE CHUCO,M,EXTINGUIDO; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INGENIERIA DIAZ & INNOVACIONES INTEGRADOS S.A.C.,PERFIL_2_cumplimiento,2,200.0,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
NCH EXPLORATION S.A.C.,PERFIL_2_cumplimiento,2,1200.0,CAJAMARCA,SANTA CRUZ,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOCIEDAD MINERA GHANDARVA S.R.L.,PERFIL_2_cumplimiento,2,88.0,CAJAMARCA,CELENDIN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERIA NO METALICA UNION NUEVA S.A.C. Y OTROS,PERFIL_2_cumplimiento,2,125.0,CAJAMARCA,HUALGAYOC,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. EL IMAN,PERFIL_2_cumplimiento,2,8.0,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MULTISERVICIOS Y TRANSPORTES JUAN JOSE S.R.L.,PERFIL_2_cumplimiento,2,200.0,CAJAMARCA,CHOTA /  HUALGAYOC; HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION PEÑA NEGRA S.R.L.,PERFIL_2_cumplimiento,2,200.0,CAJAMARCA,CELENDIN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
FALCON EXPLORACIONES S.A.C.,PERFIL_2_cumplimiento,2,400.0,CAJAMARCA; CAJAMARCA /  LAMBAYEQUE,FERREÑAFE /  JAEN; JAEN,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SANTA ANA 2,PERFIL_2_cumplimiento,2,800.0,CAJAMARCA,CONTUMAZA,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INVERSIONES Y SERVICIOS GENERALES PENCASPAMPA SOCIEDAD COMER,PERFIL_2_cumplimiento,2,200.0,CAJAMARCA,CHOTA; HUALGAYOC,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. NOVA JJ DE PIURA,PERFIL_2_cumplimiento,2,1983.1,CAJAMARCA,SAN IGNACIO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CALERA EL ZASAL E.I.R.L.,PERFIL_2_cumplimiento,2,57.1,CAJAMARCA,HUALGAYOC,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA SAN NICOLAS S.A.,PERFIL_2_cumplimiento,2,26.0,CAJAMARCA,HUALGAYOC,M,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CAPRICORNIO,PERFIL_2_cumplimiento,2,5.6,CAJAMARCA,HUALGAYOC,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GOLDEN WOLF MINERALS S.A.C.,PERFIL_2_cumplimiento,2,1000.0,CAJAMARCA,SAN MARCOS,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERIA & TRANSPORTE LJ S.A.C.,PERFIL_2_cumplimiento,2,300.0,CAJAMARCA,CHOTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CERRO VANGUARDIA IV,PERFIL_2_cumplimiento,2,400.0,CAJAMARCA,CONTUMAZA /  SAN MIGUEL,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA LOS TOLMOS S.A.,PERFIL_2_cumplimiento,2,1600.0,CAJAMARCA,CAJAMARCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ARIETE,PERFIL_2_cumplimiento,2,300.0,CAJAMARCA,SAN IGNACIO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES DELROJ E.I.R.L.,PERFIL_2_cumplimiento,2,600.0,CAJAMARCA,CHOTA /  CUTERVO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
OXICAL SERBER S.R.L.,PERFIL_2_cumplimiento,2,149.8,CAJAMARCA,CHOTA /  HUALGAYOC; HUALGAYOC,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SAN BENITO VII 2024,PERFIL_2_cumplimiento,2,1200.0,CAJAMARCA,CONTUMAZA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. REINA DE SAN IGNACIO,PERFIL_2_cumplimiento,2,200.0,CAJAMARCA,SAN IGNACIO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPACE INGENIERIA Y SERVICIOS GENERALES SRL,PERFIL_2_cumplimiento,2,600.0,CAJAMARCA,CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MAMA VICKY II,PERFIL_2_cumplimiento,2,1200.0,CAJAMARCA /  LA LIBERTAD,ASCOPE /  CONTUMAZA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CARBONIFERA SEÑOR DE LA MISERICORDIA E.I.R.L,PERFIL_2_cumplimiento,2,200.0,CAJAMARCA /  LA LIBERTAD,CAJABAMBA /  SANCHEZ CARRION,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
BLACK HILL COMPANY S.A.C.,PERFIL_2_cumplimiento,2,1200.0,CAJAMARCA /  LA LIBERTAD,CAJAMARCA /  GRAN CHIMU,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ASA S.A.C.,PERFIL_2_cumplimiento,2,400.0,PIURA,SECHURA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MORAN TRANSPORTE Y MONTAJE S.A.C.,PERFIL_2_cumplimiento,2,200.0,PIURA,TALARA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA LOS ANDES DEL CENTRO S.R.L.,PERFIL_2_cumplimiento,2,800.0,PIURA,AYABACA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CASA DE PIEDRA IV,PERFIL_2_cumplimiento,2,600.0,PIURA,SULLANA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. GIULIANITA,PERFIL_2_cumplimiento,2,400.0,PIURA,AYABACA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION PERUANA DEL ACERO S.A.C.,PERFIL_2_cumplimiento,2,900.0,PIURA,PAITA; PIURA /  SULLANA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SOLUCIONES EMPRESARIALES ROA S.A.C.,PERFIL_2_cumplimiento,2,200.0,PIURA,SULLANA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EXTRAKTION GROUP SAC.,PERFIL_2_cumplimiento,2,400.0,PIURA,PIURA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
AGREGADOS SAINT THOMAS S.A.C.,PERFIL_2_cumplimiento,2,300.0,PIURA,PAITA /  SULLANA; TALARA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
TRANSPORTES ROA S.R.L.,PERFIL_2_cumplimiento,2,200.0,PIURA,SULLANA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ESCORPION - I,PERFIL_2_cumplimiento,2,600.0,PIURA,TALARA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORACION SALINERA PARACAS S.A.C.,PERFIL_2_cumplimiento,2,600.0,PIURA,SECHURA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA WAR WAR S.A.C.,PERFIL_2_cumplimiento,2,400.0,PIURA,AYABACA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
AMERICAS POTASH PERU S.A.,PERFIL_2_cumplimiento,2,400.0,PIURA,SECHURA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. FILONES DORADOS,PERFIL_2_cumplimiento,2,740.7,PIURA,AYABACA /  FUERA DEL PERU; AYABACA /  SULLANA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA LAS LOMAS DORADAS S.A.C.,PERFIL_2_cumplimiento,2,205.3,PIURA,AYABACA; PIURA,M,OTROS; TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
J & L INVERSIONES S.A.C.,PERFIL_2_cumplimiento,2,1400.0,PIURA,AYABACA; SECHURA,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
VIFEAL CONTRATISTAS GENERALES SOCIEDAD ANONIMA CERRADA,PERFIL_2_cumplimiento,2,200.0,PIURA,PIURA /  SULLANA; SULLANA,M; N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. HIERRO FERRUGINOSO I,PERFIL_2_cumplimiento,2,1600.0,PIURA,PIURA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CHAVAL I,PERFIL_2_cumplimiento,1,600.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. XIMENITA DE CASMA IV,PERFIL_2_cumplimiento,1,300.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA PEDREGAL S.A.,PERFIL_2_cumplimiento,1,50.0,ANCASH,CASMA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. SANTA FE I CAROLINA,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
AC MIXER SOCIEDAD ANONIMA - AC MIXER S.A.,PERFIL_2_cumplimiento,1,200.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA KORIWAYTA S.A.C,PERFIL_2_cumplimiento,1,200.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GRUPO EMPRESARIAL MINERO CHIMBOTE SAC,PERFIL_2_cumplimiento,1,200.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INGENIERIA Y MEDIO AMBIENTE DEL PACIFICO S.A.C.,PERFIL_2_cumplimiento,1,41.1,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. LA ESTRELLA DE BELEN JF,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MARMOLES Y GRANITOS S.A.,PERFIL_2_cumplimiento,1,9.2,ANCASH,CASMA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
PURE GOLD S.A.C,PERFIL_2_cumplimiento,1,400.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ESLITH Y ASHLY,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
EXPLORACIONES BELLA UNION S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
INGENIERIA SISMORRESISTENTE E.I.R.L.,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MILAGROS BELEN,PERFIL_2_cumplimiento,1,200.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
GOLDEN LIGHT S.A.C.,PERFIL_2_cumplimiento,1,300.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CIMAS MINERALS S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PARAISO MINERO JJ,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
ORANGE SAND S.A.C.,PERFIL_2_cumplimiento,1,400.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA Y SERVICIOS GENERALES OQ E.I.R.L.,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ESPERANZA 2024 III,PERFIL_2_cumplimiento,1,100.0,ANCASH,CASMA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CORPORATION TOLEDO S.A.C.,PERFIL_2_cumplimiento,1,1000.0,ANCASH,CASMA /  MAR,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. ESTELER NORTH,PERFIL_2_cumplimiento,1,300.0,ANCASH,CASMA /  SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERED S.A.C.,PERFIL_2_cumplimiento,1,300.0,ANCASH,CASMA /  YUNGAY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
FORTUNE MINING S.A.C.,PERFIL_2_cumplimiento,1,1000.0,ANCASH,CASMA /  YUNGAY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. INMACULADA H-10,PERFIL_2_cumplimiento,1,400.0,ANCASH,CORONGO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MILKA,PERFIL_2_cumplimiento,1,100.0,ANCASH,CORONGO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
WKD TRADING S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,CORONGO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CRISTY III,PERFIL_2_cumplimiento,1,200.0,ANCASH,CORONGO,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PERLA NEGRA XI,PERFIL_2_cumplimiento,1,400.0,ANCASH,CORONGO,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
DIFESMIN INGENIERIA Y CONSTRUCCION S.A.C.,PERFIL_2_cumplimiento,1,1000.0,ANCASH,CORONGO /  PALLASCA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
CONSTRUCTORA Y MINERA NAMOLE SAC,PERFIL_2_cumplimiento,1,100.0,ANCASH,CORONGO /  SANTA,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
IMG EXPORTACIONES S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. RIO VERDE XXI,PERFIL_2_cumplimiento,1,500.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES PATRICIO OBREGON E.I.R.L,PERFIL_2_cumplimiento,1,200.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. QUIYAN 2023 I,PERFIL_2_cumplimiento,1,100.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MINERALS CORPORATION LUED,PERFIL_2_cumplimiento,1,100.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. CANTERA SOL DE HUARMEY,PERFIL_2_cumplimiento,1,400.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA ÑAUSACOCHA S.A.C.,PERFIL_2_cumplimiento,1,400.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
SERVICIOS GENERALES BELPORT E.I.R.L.,PERFIL_2_cumplimiento,1,200.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
FRASSER S.A.C.,PERFIL_2_cumplimiento,1,100.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
COMPAÑIA MINERA APC S.A.,PERFIL_2_cumplimiento,1,200.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. RIO VERDE XX,PERFIL_2_cumplimiento,1,400.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
MINERA LOMAS DE CASMA E.I.R.L,PERFIL_2_cumplimiento,1,100.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. PRONTO LLEGARA EL DIA DE MI SUERTE,PERFIL_2_cumplimiento,1,100.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
FORESTAL MONTEVERDE S.A.C.,PERFIL_2_cumplimiento,1,200.0,ANCASH,HUARMEY,M,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
"IMPORTACIONES, CONCESIONES & CONSTRUCCIONES BELPORT E.I.R.L.",PERFIL_2_cumplimiento,1,100.0,ANCASH,HUARMEY,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
S.M.R.L. MENA KAIZEN II,PERFIL_2_cumplimiento,1,300.0,ANCASH,HUARMEY /  MAR,N,TITULADO,DIA/PAMA + DAC/ESTAMIN + Seguridad,false,false,true,true,false,,INGEMMET - Catastro Minero (zona 17S)
